Code_recycling,Area,Year,Recycling_Rates,Per_Capita_Recycling,Per_Capita_Reuse,Area_km2,Population,Population_Density,Reuse_Facility_Density,Resource_Recovery_Efficiency,Reuse_Coverage,Number of Reuse Organisations,Number of Charity Shops - 2007,Re-use Activity Weight (tonnes),London_Status,Region_and_Borough,Postcode,recycling_ranking,Code_reuse
E09000014,Haringey,2003,9,0.032 %/person,NaN,29.6,283700,"9,584",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,E,00AP
E09000014,Haringey,2004,14,0.050 %/person,NaN,29.6,282600,"9,547",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,E,00AP
E09000014,Haringey,2005,19,0.067 %/person,NaN,29.6,281500,"9,510",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,E,00AP
E09000014,Haringey,2006,25,0.089 %/person,NaN,29.6,280600,"9,480",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000014,Haringey,2007,26,0.093 %/person,0.297 kg,29.6,279600,"9,446",10.1%,280.4%,60.8%,3,18,83,Outer London,North,N3,D,00AP
E09000014,Haringey,2008,22,0.079 %/person,NaN,29.6,278500,"9,409",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,E,00AP
E09000014,Haringey,2009,25,0.090 %/person,NaN,29.6,277200,"9,365",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000014,Haringey,2010,28,0.111 %/person,NaN,29.6,252700,"8,537",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000014,Haringey,2011,26,0.102 %/person,NaN,29.6,255500,"8,632",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000014,Haringey,2012,32,0.124 %/person,NaN,29.6,257900,"8,713",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,C,00AP
E09000014,Haringey,2013,36,0.138 %/person,NaN,29.6,261000,"8,818",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,B,00AP
E09000014,Haringey,2014,37,0.140 %/person,NaN,29.6,264400,"8,932",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,B,00AP
E09000014,Haringey,2015,36,0.134 %/person,NaN,29.6,268300,"9,064",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,B,00AP
E09000014,Haringey,2016,36,0.132 %/person,NaN,29.6,272100,"9,193",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,B,00AP
E09000014,Haringey,2017,33,0.122 %/person,NaN,29.6,271200,"9,162",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,C,00AP
E09000014,Haringey,2018,29,0.107 %/person,NaN,29.6,270600,"9,142",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000014,Haringey,2019,30,0.112 %/person,NaN,29.6,268600,"9,074",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,C,00AP
E09000014,Haringey,2020,31,0.115 %/person,NaN,29.6,270200,"9,128",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,C,00AP
E09000014,Haringey,2021,30,0.111 %/person,NaN,29.6,271200,"9,162",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,C,00AP
E09000014,Haringey,2022,27,0.099 %/person,NaN,29.6,272400,"9,203",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North,N3,D,00AP
E09000015,Harrow,2003,16,0.065 %/person,NaN,50.5,245300,"4,857",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,E,00AQ
E09000015,Harrow,2004,19,0.077 %/person,NaN,50.5,245300,"4,857",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,E,00AQ
E09000015,Harrow,2005,27,0.110 %/person,NaN,50.5,245200,"4,855",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,D,00AQ
E09000015,Harrow,2006,28,0.114 %/person,NaN,50.5,245000,"4,851",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,D,00AQ
E09000015,Harrow,2007,40,0.163 %/person,0.106 kg,50.5,244800,"4,848",4.0%,51.5%,53.5%,2,27,26,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2008,43,0.176 %/person,NaN,50.5,244600,"4,844",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2009,46,0.188 %/person,NaN,50.5,244200,"4,836",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2010,50,0.211 %/person,NaN,50.5,237500,"4,703",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2011,48,0.200 %/person,NaN,50.5,240500,"4,762",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2012,45,0.186 %/person,NaN,50.5,242000,"4,792",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2013,49,0.202 %/person,NaN,50.5,243000,"4,812",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2014,45,0.184 %/person,NaN,50.5,245100,"4,853",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,A,00AQ
E09000015,Harrow,2015,41,0.166 %/person,NaN,50.5,246800,"4,887",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2016,40,0.161 %/person,NaN,50.5,248700,"4,925",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2017,41,0.165 %/person,NaN,50.5,248900,"4,929",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2018,40,0.160 %/person,NaN,50.5,250100,"4,952",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2019,39,0.155 %/person,NaN,50.5,251200,"4,974",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2020,36,0.143 %/person,NaN,50.5,252500,"5,000",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2021,36,0.142 %/person,NaN,50.5,253300,"5,016",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,B,00AQ
E09000015,Harrow,2022,30,0.118 %/person,NaN,50.5,254100,"5,032",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North West,NW2,C,00AQ
E09000016,Havering,2003,8,0.033 %/person,NaN,112.3,239300,"2,131",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,E,00AR
E09000016,Havering,2004,16,0.067 %/person,NaN,112.3,239900,"2,136",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,E,00AR
E09000016,Havering,2005,18,0.075 %/person,NaN,112.3,240500,"2,142",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,E,00AR
E09000016,Havering,2006,20,0.083 %/person,NaN,112.3,240900,"2,145",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,E,00AR
E09000016,Havering,2007,24,0.099 %/person,0.041 kg,112.3,241300,"2,149",0.9%,8.9%,13.4%,1,15,10,Outer London,East,RM1,D,00AR
E09000016,Havering,2008,27,0.112 %/person,NaN,112.3,241500,"2,150",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,D,00AR
E09000016,Havering,2009,34,0.141 %/person,NaN,112.3,241700,"2,152",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2010,31,0.131 %/person,NaN,112.3,236200,"2,103",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2011,36,0.151 %/person,NaN,112.3,237900,"2,118",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2012,35,0.146 %/person,NaN,112.3,239700,"2,134",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2013,32,0.132 %/person,NaN,112.3,242100,"2,156",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2014,32,0.130 %/person,NaN,112.3,246000,"2,191",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2015,32,0.128 %/person,NaN,112.3,249400,"2,221",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2016,37,0.146 %/person,NaN,112.3,253400,"2,256",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2017,37,0.145 %/person,NaN,112.3,256000,"2,280",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2018,37,0.144 %/person,NaN,112.3,257800,"2,296",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2019,38,0.146 %/person,NaN,112.3,259600,"2,312",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2020,35,0.134 %/person,NaN,112.3,261300,"2,327",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,C,00AR
E09000016,Havering,2021,37,0.141 %/person,NaN,112.3,263000,"2,342",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000016,Havering,2022,37,0.140 %/person,NaN,112.3,264900,"2,359",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,RM1,B,00AR
E09000017,Hillingdon,2003,34,0.113 %/person,NaN,115.7,302000,"2,610",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,C,00AS
E09000017,Hillingdon,2004,27,0.089 %/person,NaN,115.7,302000,"2,610",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,D,00AS
E09000017,Hillingdon,2005,28,0.093 %/person,NaN,115.7,301800,"2,608",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,D,00AS
E09000017,Hillingdon,2006,31,0.103 %/person,NaN,115.7,301700,"2,608",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,C,00AS
E09000017,Hillingdon,2007,34,0.113 %/person,1.029 kg,115.7,301300,"2,604",1.7%,267.9%,10.4%,2,12,310,Outer London,West,UB2,C,00AS
E09000017,Hillingdon,2008,35,0.116 %/person,NaN,115.7,301000,"2,602",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,C,00AS
E09000017,Hillingdon,2009,41,0.137 %/person,NaN,115.7,300200,"2,595",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2010,43,0.160 %/person,NaN,115.7,269500,"2,329",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2011,43,0.156 %/person,NaN,115.7,275500,"2,381",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2012,43,0.153 %/person,NaN,115.7,281200,"2,430",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2013,43,0.150 %/person,NaN,115.7,286000,"2,472",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2014,44,0.151 %/person,NaN,115.7,291400,"2,519",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2015,44,0.149 %/person,NaN,115.7,296100,"2,559",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2016,43,0.143 %/person,NaN,115.7,299900,"2,592",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,A,00AS
E09000017,Hillingdon,2017,40,0.132 %/person,NaN,115.7,302300,"2,613",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2018,37,0.121 %/person,NaN,115.7,304800,"2,634",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2019,37,0.121 %/person,NaN,115.7,306900,"2,653",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2020,37,0.120 %/person,NaN,115.7,308800,"2,669",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2021,38,0.123 %/person,NaN,115.7,310200,"2,681",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000017,Hillingdon,2022,37,0.119 %/person,NaN,115.7,311700,"2,694",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB2,B,00AS
E09000018,Hounslow,2003,20,0.075 %/person,NaN,56.0,266200,"4,754",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,E,00AT
E09000018,Hounslow,2004,17,0.064 %/person,NaN,56.0,265700,"4,745",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,E,00AT
E09000018,Hounslow,2005,19,0.072 %/person,NaN,56.0,264900,"4,730",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,E,00AT
E09000018,Hounslow,2006,20,0.076 %/person,NaN,56.0,264100,"4,716",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,E,00AT
E09000018,Hounslow,2007,22,0.084 %/person,0.175 kg,56.0,263100,"4,698",3.6%,82.1%,19.6%,2,11,46,Outer London,West,UB1,E,00AT
E09000018,Hounslow,2008,24,0.092 %/person,NaN,56.0,262000,"4,679",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,D,00AT
E09000018,Hounslow,2009,33,0.127 %/person,NaN,56.0,260500,"4,652",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2010,35,0.140 %/person,NaN,56.0,249200,"4,450",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2011,35,0.137 %/person,NaN,56.0,254900,"4,552",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2012,35,0.135 %/person,NaN,56.0,258500,"4,616",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2013,35,0.134 %/person,NaN,56.0,261300,"4,666",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2014,35,0.133 %/person,NaN,56.0,264000,"4,714",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2015,34,0.128 %/person,NaN,56.0,266400,"4,757",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2016,30,0.112 %/person,NaN,56.0,268300,"4,791",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2017,30,0.111 %/person,NaN,56.0,269100,"4,805",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2018,31,0.114 %/person,NaN,56.0,270800,"4,836",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2019,32,0.118 %/person,NaN,56.0,271500,"4,848",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2020,35,0.128 %/person,NaN,56.0,273000,"4,875",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,C,00AT
E09000018,Hounslow,2021,36,0.131 %/person,NaN,56.0,273800,"4,889",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,B,00AT
E09000018,Hounslow,2022,36,0.131 %/person,NaN,56.0,274700,"4,905",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,West,UB1,B,00AT
E09000019,Islington,2003,7,0.037 %/person,NaN,14.9,188200,"12,631",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,E,00AU
E09000019,Islington,2004,11,0.059 %/person,NaN,14.9,187500,"12,584",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,E,00AU
E09000019,Islington,2005,18,0.096 %/person,NaN,14.9,186800,"12,537",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,E,00AU
E09000019,Islington,2006,24,0.129 %/person,NaN,14.9,186100,"12,490",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2007,26,0.140 %/person,0.243 kg,14.9,185400,"12,443",13.4%,302.0%,67.1%,2,10,45,Core London,Central,SW1,D,00AU
E09000019,Islington,2008,28,0.152 %/person,NaN,14.9,184500,"12,383",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2009,29,0.158 %/person,NaN,14.9,183600,"12,322",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2010,30,0.150 %/person,NaN,14.9,200100,"13,430",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2011,32,0.155 %/person,NaN,14.9,206300,"13,846",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2012,31,0.147 %/person,NaN,14.9,211300,"14,181",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2013,33,0.153 %/person,NaN,14.9,215900,"14,490",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2014,33,0.149 %/person,NaN,14.9,221400,"14,859",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2015,29,0.127 %/person,NaN,14.9,227500,"15,268",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2016,32,0.138 %/person,NaN,14.9,232100,"15,577",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2017,29,0.123 %/person,NaN,14.9,235000,"15,772",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2018,29,0.121 %/person,NaN,14.9,239100,"16,047",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000019,Islington,2019,30,0.124 %/person,NaN,14.9,242500,"16,275",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2020,31,0.127 %/person,NaN,14.9,245000,"16,443",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2021,30,0.122 %/person,NaN,14.9,246500,"16,544",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,C,00AU
E09000019,Islington,2022,28,0.113 %/person,NaN,14.9,248100,"16,651",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,SW1,D,00AU
E09000020,Kensington and Chelsea,2003,15,0.096 %/person,NaN,12.1,156900,"12,967",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,E,00AW
E09000020,Kensington and Chelsea,2004,18,0.115 %/person,NaN,12.1,156100,"12,901",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,E,00AW
E09000020,Kensington and Chelsea,2005,20,0.129 %/person,NaN,12.1,155400,"12,843",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,E,00AW
E09000020,Kensington and Chelsea,2006,24,0.155 %/person,NaN,12.1,154700,"12,785",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2007,28,0.182 %/person,0.279 kg,12.1,154100,"12,736",24.8%,355.4%,198.3%,3,24,43,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2008,30,0.196 %/person,NaN,12.1,153400,"12,678",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,C,00AW
E09000020,Kensington and Chelsea,2009,31,0.203 %/person,NaN,12.1,152800,"12,628",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,C,00AW
E09000020,Kensington and Chelsea,2010,32,0.199 %/person,NaN,12.1,160500,"13,264",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,C,00AW
E09000020,Kensington and Chelsea,2011,34,0.215 %/person,NaN,12.1,158300,"13,083",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,C,00AW
E09000020,Kensington and Chelsea,2012,26,0.166 %/person,NaN,12.1,156900,"12,967",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2013,25,0.159 %/person,NaN,12.1,157100,"12,983",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2014,25,0.158 %/person,NaN,12.1,157800,"13,041",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2015,26,0.164 %/person,NaN,12.1,158600,"13,107",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2016,26,0.166 %/person,NaN,12.1,156800,"12,959",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2017,26,0.167 %/person,NaN,12.1,155700,"12,868",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2018,27,0.173 %/person,NaN,12.1,156200,"12,909",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2019,29,0.186 %/person,NaN,12.1,156100,"12,901",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2020,24,0.153 %/person,NaN,12.1,156400,"12,926",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,D,00AW
E09000020,Kensington and Chelsea,2021,23,0.147 %/person,NaN,12.1,156500,"12,934",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,E,00AW
E09000020,Kensington and Chelsea,2022,23,0.147 %/person,NaN,12.1,156700,"12,950",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,W1,E,00AW
E09000021,Kingston upon Thames,2003,19,0.116 %/person,NaN,37.2,163800,"4,403",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,E,00AX
E09000021,Kingston upon Thames,2004,18,0.110 %/person,NaN,37.2,163700,"4,401",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,E,00AX
E09000021,Kingston upon Thames,2005,24,0.147 %/person,NaN,37.2,163400,"4,392",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,D,00AX
E09000021,Kingston upon Thames,2006,24,0.147 %/person,NaN,37.2,163100,"4,384",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,D,00AX
E09000021,Kingston upon Thames,2007,26,0.160 %/person,0.976 kg,37.2,162900,"4,379",10.8%,427.4%,61.8%,4,23,159,Outer London,South West,SW15,D,00AX
E09000021,Kingston upon Thames,2008,35,0.216 %/person,NaN,37.2,162400,"4,366",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,C,00AX
E09000021,Kingston upon Thames,2009,46,0.284 %/person,NaN,37.2,162000,"4,355",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2010,47,0.296 %/person,NaN,37.2,158600,"4,263",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2011,47,0.293 %/person,NaN,37.2,160400,"4,312",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2012,46,0.282 %/person,NaN,37.2,163200,"4,387",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2013,46,0.278 %/person,NaN,37.2,165700,"4,454",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2014,46,0.273 %/person,NaN,37.2,168400,"4,527",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2015,46,0.268 %/person,NaN,37.2,171600,"4,613",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2016,47,0.271 %/person,NaN,37.2,173700,"4,669",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2017,48,0.275 %/person,NaN,37.2,174600,"4,694",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2018,49,0.279 %/person,NaN,37.2,175500,"4,718",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2019,49,0.276 %/person,NaN,37.2,177500,"4,772",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2020,48,0.269 %/person,NaN,37.2,178700,"4,804",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
